Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
200808,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12572
200702,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,1918
200711,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,6296
201603,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5405
201303,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,106105
201004,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,104094
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,14284
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,121
202004,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,1604
202103,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,51
201607,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,8226
201810,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12233
202005,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,2462
202002,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,375
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,1183
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7526
202102,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,544
200806,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6619
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,42717
201804,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5767
201805,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20570
200902,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8041
201709,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,2508
200908,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,537
201611,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7001
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,66537
200801,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11257
201401,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,6407
200705,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5645
201901,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,3956
200512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,47525
201911,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,5973
201504,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5214
201703,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,129730
201702,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5518
201801,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,2397
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34835
201502,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,2311
201003,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,27120
200912,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,7947
201102,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,3878
201710,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20333
201009,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,5878
201012,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4509
200509,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1997
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,513
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19478
201501,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,12687
201501,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17933
200509,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4401
201409,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5008
201901,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,14795
201902,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6121
201802,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6523
200803,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,3687
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,145305
201612,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,140435
201402,Swissport USA,,Swissport USA,,International,Asia,Deplaned,Other,International,A,216
201801,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4054
201912,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Other,International,G,2171
201603,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5480
200811,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4368
202101,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,798
200709,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15852
201705,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,88555
201909,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,7139
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14217
202103,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,8706
201809,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,52679
201109,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4890
201708,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,52781
201808,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,11768
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,314628
200801,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6992
200507,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,62049
201110,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5191
201301,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,41686
200812,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,12629
201809,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14343
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,28914
202002,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,6308
201304,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10641
201803,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12125
201808,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,21452
201709,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2075
201810,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,39991
201212,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,14110
201701,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,19119
201006,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8054
201910,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,24385
201505,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7412
201603,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,8021
201405,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6596
202003,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,5319
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4096
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,115483
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6647
202011,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,2791
201809,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,233787
201608,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7278
202102,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,528
200710,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,International,A,167
201711,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,11860
201607,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,159321
201005,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,123342
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,301827
201306,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9754
202001,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,24162
201903,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,15591
201006,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13893
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3870
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,71964
201212,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13220
201402,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,5109
201107,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10817
201210,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3378
202009,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,1490
201502,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,7
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,36
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,9955
201803,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,23723
201911,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Deplaned,Other,International,G,4140
201405,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7891
200811,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5781
200806,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12267
201012,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,19973
201310,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,10896
200507,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4962
201906,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,21763
200607,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3631
201704,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,33053
201811,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,7459
201307,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6299
201001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,24
201308,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,7631
200709,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7157
202101,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,900
200707,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,7163
201402,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,4902
201606,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,65813
201511,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,379
200611,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,8044
201412,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,138
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2554
201912,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,32184
201411,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,43775
201308,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,7869
201601,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,774
201307,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,133573
200509,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,9931
201805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,23140
201607,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,150958
201611,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9348
201003,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7564
202005,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,907
200602,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,4176
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,27330
200802,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,14984
201407,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,42577
202002,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1728
200708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,24134
200704,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12107
201804,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,9883
201109,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23064
